name,points,challenge,elibigility
n3v3r,2721,"{'challenge_name': ['Computer Has Virus', 'Survey', 'television', 'decipherium', 'colors (crypto)', 'think_twice', 'weirdtraffic (forensics)', 'beer sales', 'TommyCam', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'feedback', 'osint', 'crypto', 'beginner', 'forensics', 'beginner', 'osint', 'osint', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T08:14:05.039035Z', '2024-11-03T07:57:47.580213Z', '2024-11-03T07:55:39.203900Z', '2024-11-02T17:44:12.516360Z', '2024-11-02T14:02:03.360238Z', '2024-11-02T12:38:21.429429Z', '2024-11-02T11:40:56.822030Z', '2024-11-02T11:15:48.865065Z', '2024-11-02T11:00:23.166211Z', '2024-11-02T10:42:18.095300Z', '2024-11-02T10:19:13.567294Z']}","Casual (No prizes, teams allowed)"
Nolawz,2721,"{'challenge_name': [""Tommy's Artventures"", 'beer sales', 'TommyCam', 'Portal', 'think_twice', 'decipherium', 'colors (crypto)', 'weirdtraffic (forensics)', 'iRobots (web)', 'Survey', 'welcome'], 'challenge_category': ['web', 'osint', 'osint', 'pwn', 'forensics', 'crypto', 'beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T13:33:28.031918Z', '2024-11-03T13:01:24.190137Z', '2024-11-03T13:00:20.526535Z', '2024-11-03T11:00:09.290672Z', '2024-11-03T10:30:45.578809Z', '2024-11-03T10:27:00.495690Z', '2024-11-03T10:10:13.739386Z', '2024-11-03T06:34:04.829859Z', '2024-11-03T06:33:44.156333Z', '2024-11-03T06:10:59.423924Z', '2024-11-03T06:09:37.776938Z']}","Competitive (Individual, for prizes)"
Jellybean,2721,"{'challenge_name': [""Tommy's Artventures"", 'television', 'Survey', 'TommyCam', 'think_twice', 'unpopcorn', 'iRobots (web)', 'decipherium', 'colors (crypto)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['web', 'osint', 'feedback', 'osint', 'forensics', 'crypto', 'beginner', 'crypto', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T13:59:26.142164Z', '2024-11-03T03:44:59.917323Z', '2024-11-03T03:25:58.331763Z', '2024-11-02T13:02:01.145197Z', '2024-11-02T07:16:40.180321Z', '2024-11-02T06:35:54.067190Z', '2024-11-02T06:23:42.944866Z', '2024-11-02T05:01:29.948327Z', '2024-11-02T04:24:12.868531Z', '2024-11-02T03:08:50.439518Z', '2024-11-02T03:04:03.841093Z']}","Competitive (Individual, for prizes)"
pal3dreamer,2721,"{'challenge_name': ['television', 'Survey', ""Tommy's Artventures"", 'colors (crypto)', 'beer sales', 'TommyCam', 'Computer Has Virus', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'web', 'beginner', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T16:32:45.797630Z', '2024-11-03T06:59:49.394128Z', '2024-11-02T15:41:22.271948Z', '2024-11-02T10:30:45.818096Z', '2024-11-02T09:21:42.562354Z', '2024-11-02T09:11:20.638314Z', '2024-11-02T09:00:48.089536Z', '2024-11-02T08:24:53.413045Z', '2024-11-02T08:17:53.060538Z', '2024-11-02T08:16:06.192342Z', '2024-11-02T08:13:10.073959Z']}","Competitive (Individual, for prizes)"
P4ck3t,2721,"{'challenge_name': ['decipherium', 'television', 'TommyCam', 'beer sales', 'think_twice', 'Computer Has Virus', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['crypto', 'osint', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T18:39:40.932051Z', '2024-11-03T18:12:25.085968Z', '2024-11-03T18:10:21.370857Z', '2024-11-03T18:08:22.205555Z', '2024-11-03T18:06:43.327445Z', '2024-11-03T18:05:14.193729Z', '2024-11-03T17:39:16.906376Z', '2024-11-03T17:38:50.137699Z', '2024-11-03T17:37:46.876776Z', '2024-11-03T17:32:16.393873Z', '2024-11-03T17:31:27.231922Z']}","Casual (No prizes, teams allowed)"
kr7pt0,2721,"{'challenge_name': ['decipherium', 'Computer Has Virus', 'pineapple', 'think_twice', 'television', 'beer sales', 'Survey', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'forensics', 'forensics', 'forensics', 'osint', 'osint', 'feedback', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '11', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T22:13:30.177401Z', '2024-11-03T21:53:40.825734Z', '2024-11-03T21:44:38.207195Z', '2024-11-03T21:29:13.798358Z', '2024-11-03T21:21:35.060177Z', '2024-11-03T20:50:36.408111Z', '2024-11-03T20:37:54.099478Z', '2024-11-02T23:59:29.298368Z', '2024-11-02T23:54:51.638164Z', '2024-11-02T23:49:11.554339Z', '2024-11-02T23:15:02.484731Z']}","Competitive (Individual, for prizes)"
ceIʞʞ0,2721,"{'challenge_name': ['pineapple', 'Survey', 'television', 'Computer Has Virus', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'beer sales', 'TommyCam', 'welcome'], 'challenge_category': ['forensics', 'feedback', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'osint', 'osint', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T23:37:55.690433Z', '2024-11-03T17:21:21.695501Z', '2024-11-03T17:16:06.826238Z', '2024-11-02T11:25:49.856278Z', '2024-11-02T11:21:31.019611Z', '2024-11-02T10:10:53.452974Z', '2024-11-02T09:48:05.102832Z', '2024-11-02T09:42:58.707134Z', '2024-11-02T07:01:10.814444Z', '2024-11-02T06:39:02.319040Z', '2024-11-02T06:25:28.276716Z']}","Casual (No prizes, teams allowed)"
saruul,2721,"{'challenge_name': ['TommyCam', 'Survey', 'tictactocket', 'beer sales', 'unpopcorn', 'decipherium', 'colors (crypto)', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome', 'think_twice'], 'challenge_category': ['osint', 'feedback', 'web', 'osint', 'crypto', 'crypto', 'beginner', 'beginner', 'beginner', 'welcome', 'forensics'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10', '300'], 'solve_time': ['2024-11-04T02:18:07.176098Z', '2024-11-04T01:28:13.554103Z', '2024-11-04T01:17:48.706124Z', '2024-11-04T01:08:42.976204Z', '2024-11-04T01:01:53.620563Z', '2024-11-04T00:57:13.795824Z', '2024-11-04T00:53:22.562682Z', '2024-11-04T00:50:21.186022Z', '2024-11-02T07:46:02.391712Z', '2024-11-02T07:36:00.380254Z', '2024-11-02T07:35:49.327940Z']}","Casual (No prizes, teams allowed)"
AmcaQt,2721,"{'challenge_name': ['beer sales', 'Survey', 'tictactocket', 'weirdtraffic (forensics)', 'think_twice', ""Tommy's Artventures"", 'concoction (rev)', 'iRobots (web)', 'decipherium', 'welcome', 'pineapple'], 'challenge_category': ['osint', 'feedback', 'web', 'beginner', 'forensics', 'web', 'beginner', 'beginner', 'crypto', 'welcome', 'forensics'], 'challenge_points': ['300', '11', '300', '300', '300', '300', '300', '300', '300', '10', '300'], 'solve_time': ['2024-11-04T02:43:28.943541Z', '2024-11-04T02:36:17.519591Z', '2024-11-04T02:30:42.894353Z', '2024-11-04T01:40:43.853087Z', '2024-11-04T01:30:20.625108Z', '2024-11-04T01:17:15.631678Z', '2024-11-04T01:14:38.468089Z', '2024-11-04T01:14:11.680261Z', '2024-11-04T01:01:52.251936Z', '2024-11-03T15:06:34.905938Z', '2024-11-03T15:06:05.630414Z']}","Competitive (Individual, for prizes)"
xp3rt,2710,"{'challenge_name': ['unpopcorn', 'TommyCam', ""Tommy's Artventures"", 'pineapple', 'Computer Has Virus', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'osint', 'web', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:00:29.565056Z', '2024-11-02T03:50:35.008013Z', '2024-11-02T03:22:53.508453Z', '2024-11-02T03:14:21.264932Z', '2024-11-02T03:06:30.726822Z', '2024-11-02T03:04:24.092003Z', '2024-11-02T03:02:33.354848Z', '2024-11-02T03:01:57.582649Z', '2024-11-02T03:01:37.637759Z', '2024-11-02T03:00:54.392837Z']}","Casual (No prizes, teams allowed)"
Astro,2710,"{'challenge_name': ['decipherium', 'TommyCam', 'beer sales', 'Computer Has Virus', 'pineapple', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T05:46:16.394171Z', '2024-11-02T04:54:30.605529Z', '2024-11-02T04:46:20.423346Z', '2024-11-02T04:36:41.285681Z', '2024-11-02T04:25:48.872357Z', '2024-11-02T03:53:24.239625Z', '2024-11-02T03:26:16.019772Z', '2024-11-02T03:21:14.821838Z', '2024-11-02T03:13:58.228575Z', '2024-11-02T03:11:25.960402Z']}","Competitive (Individual, for prizes)"
zarfix,2710,"{'challenge_name': ['beer sales', 'TommyCam', 'pineapple', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:32:54.488849Z', '2024-11-02T06:27:54.727869Z', '2024-11-02T06:17:58.436515Z', '2024-11-02T05:45:33.476876Z', '2024-11-02T05:41:10.138311Z', '2024-11-02T05:33:53.234149Z', '2024-11-02T05:25:22.874469Z', '2024-11-02T05:24:44.744313Z', '2024-11-02T05:23:16.621296Z', '2024-11-02T05:20:29.229570Z']}","Competitive (Individual, for prizes)"
justk4l,2710,"{'challenge_name': ['decipherium', 'beer sales', 'TommyCam', 'pineapple', 'colors (crypto)', 'iRobots (web)', 'weirdtraffic (forensics)', 'Computer Has Virus', 'think_twice', 'welcome'], 'challenge_category': ['crypto', 'osint', 'osint', 'forensics', 'beginner', 'beginner', 'beginner', 'forensics', 'forensics', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T11:52:12.601585Z', '2024-11-02T08:40:42.011971Z', '2024-11-02T08:29:11.617446Z', '2024-11-02T07:35:38.434859Z', '2024-11-02T07:16:18.672483Z', '2024-11-02T07:07:40.868234Z', '2024-11-02T07:04:45.544867Z', '2024-11-02T06:57:29.756347Z', '2024-11-02T06:51:44.383672Z', '2024-11-02T06:47:33.316079Z']}","Competitive (Individual, for prizes)"
vc26j,2710,"{'challenge_name': ['beer sales', 'Portal', 'decipherium', 'Computer Has Virus', 'colors (crypto)', 'TommyCam', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'pwn', 'crypto', 'forensics', 'beginner', 'osint', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T12:29:44.710394Z', '2024-11-02T11:54:29.359318Z', '2024-11-02T09:40:00.648722Z', '2024-11-02T09:25:28.653644Z', '2024-11-02T07:37:47.751626Z', '2024-11-02T07:32:19.274297Z', '2024-11-02T03:59:51.255357Z', '2024-11-02T03:10:57.737139Z', '2024-11-02T03:08:57.776363Z', '2024-11-02T03:01:54.807746Z']}","Casual (No prizes, teams allowed)"
sp00k,2710,"{'challenge_name': ['beer sales', 'TommyCam', 'pineapple', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T14:41:00.628296Z', '2024-11-02T13:20:40.715619Z', '2024-11-02T12:56:00.199949Z', '2024-11-02T12:19:30.699504Z', '2024-11-02T12:13:06.402747Z', '2024-11-02T12:12:11.395003Z', '2024-11-02T12:07:16.766059Z', '2024-11-02T12:06:53.925798Z', '2024-11-02T12:06:04.188589Z', '2024-11-02T12:05:33.149713Z']}","Casual (No prizes, teams allowed)"
Vladimir.makarov,2710,"{'challenge_name': ['TommyCam', 'beer sales', ""Tommy's Artventures"", 'Computer Has Virus', 'pineapple', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'web', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T21:58:35.987029Z', '2024-11-02T21:35:06.017699Z', '2024-11-02T21:04:41.155291Z', '2024-11-02T20:37:08.449182Z', '2024-11-02T20:28:41.403621Z', '2024-11-02T19:54:00.159981Z', '2024-11-02T19:32:46.826135Z', '2024-11-02T19:23:45.182277Z', '2024-11-02T19:19:23.212752Z', '2024-11-02T19:18:25.687477Z']}","Casual (No prizes, teams allowed)"
SHEMKUMAR,2710,"{'challenge_name': ['Portal', 'TommyCam', 'beer sales', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T04:31:45.128564Z', '2024-11-03T03:03:34.167072Z', '2024-11-03T02:57:07.031274Z', '2024-11-02T15:36:02.297171Z', '2024-11-02T14:35:04.926138Z', '2024-11-02T12:40:39.464055Z', '2024-11-02T12:24:56.464425Z', '2024-11-02T12:24:27.990793Z', '2024-11-02T12:23:18.823592Z', '2024-11-02T12:15:02.428303Z']}","Competitive (Individual, for prizes)"
jegmeg,2710,"{'challenge_name': ['decipherium', 'pineapple', 'think_twice', 'Buildings', 'TommyCam', 'beer sales', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'forensics', 'forensics', 'osint', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T10:11:51.042144Z', '2024-11-02T21:38:40.618284Z', '2024-11-02T21:30:27.290487Z', '2024-11-02T21:09:46.671257Z', '2024-11-02T20:55:23.690321Z', '2024-11-02T20:25:56.652179Z', '2024-11-02T19:35:23.664248Z', '2024-11-02T19:30:32.070827Z', '2024-11-02T19:29:23.489631Z', '2024-11-02T19:23:57.846364Z']}","Casual (No prizes, teams allowed)"
test123,2710,"{'challenge_name': ['Portal', 'concoction (rev)', 'weirdtraffic (forensics)', 'pineapple', 'colors (crypto)', ""Tommy's Artventures"", 'Computer Has Virus', 'think_twice', 'iRobots (web)', 'welcome'], 'challenge_category': ['pwn', 'beginner', 'beginner', 'forensics', 'beginner', 'web', 'forensics', 'forensics', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T12:40:57.200976Z', '2024-11-03T10:00:10.138018Z', '2024-11-03T09:35:36.456844Z', '2024-11-03T09:32:05.947559Z', '2024-11-03T09:19:32.637315Z', '2024-11-02T21:04:24.851280Z', '2024-11-02T20:28:08.030775Z', '2024-11-02T20:13:01.020939Z', '2024-11-02T19:32:31.575832Z', '2024-11-02T17:54:44.595764Z']}","Casual (No prizes, teams allowed)"
k84775968@,2710,"{'challenge_name': ['Computer Has Virus', 'unpopcorn', 'beer sales', 'TommyCam', 'pineapple', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'crypto', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:46:57.091146Z', '2024-11-02T17:11:55.714208Z', '2024-11-02T10:50:22.900909Z', '2024-11-02T10:46:16.998449Z', '2024-11-02T10:43:10.457581Z', '2024-11-02T10:26:03.847108Z', '2024-11-02T08:36:41.727769Z', '2024-11-02T08:34:11.556677Z', '2024-11-02T08:31:24.338264Z', '2024-11-02T08:26:06.373162Z']}","Casual (No prizes, teams allowed)"
phr4ctal,2710,"{'challenge_name': ['TommyCam', 'television', 'decipherium', 'beer sales', 'Computer Has Virus', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'think_twice', 'welcome'], 'challenge_category': ['osint', 'osint', 'crypto', 'osint', 'forensics', 'beginner', 'beginner', 'beginner', 'forensics', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T01:29:17.408344Z', '2024-11-03T09:06:21.654798Z', '2024-11-02T05:07:06.170472Z', '2024-11-02T04:18:45.305622Z', '2024-11-02T03:54:29.823463Z', '2024-11-02T03:14:20.461633Z', '2024-11-02T03:13:37.982118Z', '2024-11-02T03:13:09.633925Z', '2024-11-02T03:05:41.392312Z', '2024-11-02T03:00:53.147170Z']}","Competitive (Individual, for prizes)"
JohnDoe69,2700,"{'challenge_name': [""Tommy's Artventures"", 'tictactocket', 'think_twice', 'unpopcorn', 'decipherium', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['web', 'web', 'forensics', 'crypto', 'crypto', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T14:21:01.073596Z', '2024-11-03T08:17:36.078201Z', '2024-11-02T22:44:47.471574Z', '2024-11-02T22:09:02.646654Z', '2024-11-02T08:32:59.742323Z', '2024-11-02T07:45:41.081648Z', '2024-11-02T06:32:21.570671Z', '2024-11-02T06:28:51.127410Z', '2024-11-02T06:27:04.568300Z']}","Casual (No prizes, teams allowed)"
roaea,2562,"{'challenge_name': ['concoction (rev)', 'television', 'beer sales', 'iRobots (web)', 'weirdtraffic (forensics)', 'trynewthings', 'Reader', 'Portal', 'welcome'], 'challenge_category': ['beginner', 'osint', 'osint', 'beginner', 'beginner', 'rev', 'pwn', 'pwn', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '316', '436', '300', '10'], 'solve_time': ['2024-11-03T07:12:31.263123Z', '2024-11-03T04:06:55.372451Z', '2024-11-03T02:46:34.828472Z', '2024-11-03T01:40:38.234357Z', '2024-11-03T01:38:46.612427Z', '2024-11-02T18:01:50.059132Z', '2024-11-02T16:45:05.255904Z', '2024-11-02T15:48:44.123697Z', '2024-11-02T15:32:00.807250Z']}","Competitive (Individual, for prizes)"
otaku,2529,"{'challenge_name': ['Computer Has Virus', 'unpopcorn', 'Spooky Query Leaks', 'tictactocket', 'think_twice', ""Tommy's Artventures"", 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'crypto', 'web', 'web', 'forensics', 'web', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '419', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:57:07.370312Z', '2024-11-03T18:48:13.471189Z', '2024-11-02T16:30:04.040892Z', '2024-11-02T14:42:22.696202Z', '2024-11-02T14:36:39.865461Z', '2024-11-02T12:54:38.529326Z', '2024-11-02T12:13:16.673326Z', '2024-11-02T12:12:14.752294Z', '2024-11-02T12:06:37.472655Z']}","Casual (No prizes, teams allowed)"
Jaslayer,2503,"{'challenge_name': ['basic rust rev', 'unpopcorn', 'Survey', 'Portal', 'decipherium', 'trynewthings', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['rev', 'crypto', 'feedback', 'pwn', 'crypto', 'rev', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['366', '300', '11', '300', '300', '316', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T02:57:49.235351Z', '2024-11-03T07:43:32.800863Z', '2024-11-03T04:30:06.975895Z', '2024-11-02T13:42:43.259828Z', '2024-11-02T11:16:41.714446Z', '2024-11-02T04:35:28.761199Z', '2024-11-02T03:28:02.434311Z', '2024-11-02T03:13:08.141143Z', '2024-11-02T03:11:40.117632Z', '2024-11-02T03:00:30.278016Z']}","Casual (No prizes, teams allowed)"
sc0f,2501,"{'challenge_name': ['pineapple', 'think_twice', 'TommyCam', 'Redwoods', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'forensics', 'osint', 'misc', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '391', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T07:31:05.109930Z', '2024-11-02T06:57:41.360972Z', '2024-11-02T05:53:34.435670Z', '2024-11-02T03:48:58.356259Z', '2024-11-02T03:24:00.223151Z', '2024-11-02T03:13:37.404568Z', '2024-11-02T03:12:40.535880Z', '2024-11-02T03:09:52.311459Z', '2024-11-02T03:00:22.158924Z']}","Competitive (Individual, for prizes)"
cv3,2476,"{'challenge_name': ['basic rust rev', 'Computer Has Virus', 'weirdtraffic (forensics)', 'think_twice', 'Portal', 'concoction (rev)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['rev', 'forensics', 'beginner', 'forensics', 'pwn', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['366', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T03:20:24.617349Z', '2024-11-03T02:40:02.797367Z', '2024-11-02T21:51:17.130500Z', '2024-11-02T21:35:40.593387Z', '2024-11-02T21:31:37.861339Z', '2024-11-02T20:59:52.187852Z', '2024-11-02T20:44:00.628559Z', '2024-11-02T20:42:06.450117Z', '2024-11-02T20:40:22.467969Z']}","Casual (No prizes, teams allowed)"
R4nd0m B00l5h33t5 G0,2472,"{'challenge_name': ['weirdtraffic (forensics)', 'television', ""It's Not Called Data Loss Prevention"", ""D' Lo"", 'unpopcorn', 'decipherium', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'osint', 'crypto', 'crypto', 'crypto', 'crypto', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '497', '465', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T14:34:57.083627Z', '2024-11-03T14:24:48.139720Z', '2024-11-03T14:19:23.903940Z', '2024-11-02T14:55:43.845460Z', '2024-11-02T05:05:09.915008Z', '2024-11-02T04:35:40.991095Z', '2024-11-02T04:18:22.631056Z', '2024-11-02T04:12:26.541992Z']}","Competitive (Individual, for prizes)"
Malosdaf,2462,"{'challenge_name': ['colors (crypto)', 'unpopcorn', ""It's Not Called Data Loss Prevention"", 'tictactocket', ""D' Lo"", ""Tommy's Artventures"", 'decipherium'], 'challenge_category': ['beginner', 'crypto', 'crypto', 'web', 'crypto', 'web', 'crypto'], 'challenge_points': ['300', '300', '497', '300', '465', '300', '300'], 'solve_time': ['2024-11-02T08:20:25.368583Z', '2024-11-02T08:16:03.093373Z', '2024-11-02T07:59:55.057854Z', '2024-11-02T07:30:58.425568Z', '2024-11-02T06:32:00.186066Z', '2024-11-02T03:37:58.847845Z', '2024-11-02T03:33:00.831781Z']}","Casual (No prizes, teams allowed)"
tqkfs,2426,"{'challenge_name': ['pineapple', 'Computer Has Virus', 'trynewthings', 'weirdtraffic (forensics)', 'tictactocket', 'concoction (rev)', 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'forensics', 'rev', 'beginner', 'web', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '316', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T23:08:06.650541Z', '2024-11-02T23:07:26.656173Z', '2024-11-02T23:06:20.408934Z', '2024-11-02T14:52:41.795489Z', '2024-11-02T13:52:12.201058Z', '2024-11-02T13:02:11.862976Z', '2024-11-02T12:50:19.186330Z', '2024-11-02T03:10:39.958715Z', '2024-11-02T03:06:17.122406Z']}","Competitive (Individual, for prizes)"
rafa1lS,2426,"{'challenge_name': ['trynewthings', 'concoction (rev)', 'weirdtraffic (forensics)', 'iRobots (web)', 'unpopcorn', 'Portal', 'decipherium', 'colors (crypto)', 'welcome'], 'challenge_category': ['rev', 'beginner', 'beginner', 'beginner', 'crypto', 'pwn', 'crypto', 'beginner', 'welcome'], 'challenge_points': ['316', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T10:08:40.798621Z', '2024-11-03T09:13:57.414723Z', '2024-11-02T23:00:46.847775Z', '2024-11-02T22:57:01.862888Z', '2024-11-02T22:56:01.237935Z', '2024-11-02T22:13:17.175413Z', '2024-11-02T22:05:38.509713Z', '2024-11-02T21:42:18.194891Z', '2024-11-02T21:30:52.079448Z']}","Competitive (Individual, for prizes)"
uwu,2421,"{'challenge_name': ['think_twice', ""Tommy's Artventures"", 'Survey', 'beer sales', 'decipherium', 'TommyCam', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'web', 'feedback', 'osint', 'crypto', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T05:45:23.168241Z', '2024-11-03T05:40:29.617157Z', '2024-11-03T04:56:14.276496Z', '2024-11-03T04:50:47.584169Z', '2024-11-03T03:59:56.466386Z', '2024-11-02T11:55:33.592836Z', '2024-11-02T11:43:54.560889Z', '2024-11-02T11:41:43.823901Z', '2024-11-02T11:36:41.414520Z', '2024-11-02T11:30:26.861660Z']}","Competitive (Individual, for prizes)"
