name,score,challenges
NSS,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['December 1st, 1:51:59 PM', 'November 30th, 6:25:57 PM', 'November 30th, 5:59:03 PM']}"
The H3x0r,150,"{'challenge_name': ['Sanity Check', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['December 1st, 1:57:04 PM', 'December 1st, 1:08:16 PM', 'December 1st, 10:54:49 AM']}"
Noor572,150,"{'challenge_name': ['Sanity Check', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['December 1st, 3:28:43 PM', 'December 1st, 3:20:41 PM', 'December 1st, 10:27:49 AM']}"
lEg3nDz_n3V3r_d!3,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['December 1st, 3:35:45 PM', 'November 30th, 8:58:37 PM', 'November 30th, 5:43:28 PM']}"
0range50c,150,"{'challenge_name': ['World Wide Flags'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['150'], 'solve_time': ['December 1st, 5:03:19 PM']}"
Rounding Error,145,"{'challenge_name': ['WhiteRabbit', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['95', '50'], 'solve_time': ['December 1st, 12:40:13 AM', 'November 30th, 10:42:51 PM']}"
simp,145,"{'challenge_name': ['WhiteRabbit', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['95', '50'], 'solve_time': ['December 1st, 1:12:40 PM', 'December 1st, 10:23:43 AM']}"
F14GThi3f,115,"{'challenge_name': ['Simpler RSA', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '65'], 'solve_time': ['November 30th, 5:42:03 PM', 'November 30th, 5:36:40 PM']}"
manNoboy,115,"{'challenge_name': ['Simpler RSA', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '65'], 'solve_time': ['November 30th, 5:42:18 PM', 'November 30th, 5:41:17 PM']}"
tetepa,115,"{'challenge_name': ['Simpler RSA', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '65'], 'solve_time': ['November 30th, 5:45:59 PM', 'November 30th, 5:44:27 PM']}"
ytjhrtj,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 5:46:34 PM', 'November 30th, 5:43:29 PM']}"
H4CK_077,115,"{'challenge_name': ['All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 5:50:39 PM', 'November 30th, 5:36:34 PM']}"
Vilgax,115,"{'challenge_name': ['All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 5:55:29 PM', 'November 30th, 5:50:13 PM']}"
Ex0rcists,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 6:33:53 PM', 'November 30th, 6:26:31 PM']}"
BackMoon,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 6:46:04 PM', 'November 30th, 6:42:53 PM']}"
batarya,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 7:29:42 PM', 'November 30th, 7:25:40 PM']}"
cartoone's team,115,"{'challenge_name': ['Secure Shell', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '65'], 'solve_time': ['November 30th, 8:04:06 PM', 'November 30th, 7:56:55 PM']}"
what,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 8:18:40 PM', 'November 30th, 8:17:35 PM']}"
lost3er,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['November 30th, 9:31:18 PM', 'November 30th, 9:25:06 PM']}"
rootpwn_,115,"{'challenge_name': ['All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 4:05:14 AM', 'November 30th, 10:36:23 PM']}"
Raptors,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 8:38:03 AM', 'December 1st, 8:17:06 AM']}"
Hor1zon,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 8:56:26 AM', 'December 1st, 1:40:00 AM']}"
XXaa,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 12:11:39 PM', 'December 1st, 11:46:22 AM']}"
fzhshzh,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 12:42:02 PM', 'December 1st, 12:05:55 PM']}"
Fachfouch,115,"{'challenge_name': ['Sanity Check', 'All your base are belong to us'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '65'], 'solve_time': ['December 1st, 4:00:29 PM', 'November 30th, 6:16:50 PM']}"
check1n,115,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['65', '50'], 'solve_time': ['December 1st, 5:25:09 PM', 'December 1st, 5:14:17 PM']}"
lone124wolf@gmail.com,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 5:45:01 PM', 'November 30th, 5:40:28 PM']}"
我他妈不知道,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 5:49:52 PM', 'November 30th, 5:44:28 PM']}"
GLADIATORS,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 5:53:29 PM', 'November 30th, 5:53:16 PM']}"
red_panda43,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:02:07 PM', 'November 30th, 5:58:07 PM']}"
Stellar Thieves,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:07:15 PM', 'November 30th, 5:35:38 PM']}"
r,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:09:08 PM', 'November 30th, 6:00:16 PM']}"
Glow in the Dark Gang,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:09:54 PM', 'November 30th, 6:03:36 PM']}"
Cyber_Trace,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:14:04 PM', 'November 30th, 6:04:08 PM']}"
owl,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 6:30:02 PM', 'November 30th, 6:20:23 PM']}"
ay0,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:06:23 PM', 'November 30th, 6:55:30 PM']}"
Q3CTF,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:06:48 PM', 'November 30th, 6:37:09 PM']}"
HadesHavoc,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:07:52 PM', 'November 30th, 6:03:55 PM']}"
exDeviants,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:14:28 PM', 'November 30th, 7:13:04 PM']}"
Tinfoil Hats,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:17:09 PM', 'November 30th, 6:50:59 PM']}"
Macker,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:19:41 PM', 'November 30th, 6:45:08 PM']}"
Just For The Questions,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:24:16 PM', 'November 30th, 6:38:00 PM']}"
B33F 50UP - CX330,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:33:50 PM', 'November 30th, 7:04:04 PM']}"
tes,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:43:43 PM', 'November 30th, 6:58:32 PM']}"
Octagram,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:50:42 PM', 'November 30th, 7:42:17 PM']}"
csiongn,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 7:52:00 PM', 'November 30th, 7:43:47 PM']}"
CyberOwl,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:03:29 PM', 'November 30th, 6:52:36 PM']}"
KRL,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:08:51 PM', 'November 30th, 6:38:35 PM']}"
x71n3,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:15:14 PM', 'November 30th, 8:09:53 PM']}"
Rop Runners,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:35:56 PM', 'November 30th, 8:31:01 PM']}"
Blahland,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:39:10 PM', 'November 30th, 7:38:41 PM']}"
C00F,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:45:42 PM', 'November 30th, 7:41:50 PM']}"
NHIE,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 8:59:01 PM', 'November 30th, 5:37:08 PM']}"
gl1tcHhunter,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:00:13 PM', 'November 30th, 6:29:02 PM']}"
DaVinciCode,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:05:01 PM', 'November 30th, 8:59:57 PM']}"
Th4nos_H4ckers,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:13:52 PM', 'November 30th, 8:50:39 PM']}"
SpellBreaker,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:32:30 PM', 'November 30th, 6:00:26 PM']}"
Team_Sharks,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:40:08 PM', 'November 30th, 9:36:32 PM']}"
vegetable,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:43:06 PM', 'November 30th, 5:53:07 PM']}"
sayonara,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 9:52:04 PM', 'November 30th, 5:37:46 PM']}"
SAIF,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 10:06:51 PM', 'November 30th, 9:45:40 PM']}"
r1muru,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 10:19:28 PM', 'November 30th, 9:48:13 PM']}"
Z3R0_D4YZ,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 10:34:31 PM', 'November 30th, 5:46:24 PM']}"
ERROR404,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 10:59:45 PM', 'November 30th, 10:45:31 PM']}"
nuts:(,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:15:13 PM', 'November 30th, 10:36:13 PM']}"
srujan,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:19:36 PM', 'November 30th, 11:10:18 PM']}"
hahaha,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:24:30 PM', 'November 30th, 10:31:35 PM']}"
no0bie,100,"{'challenge_name': ['Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:35:15 PM', 'November 30th, 6:59:37 PM']}"
Majino,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:35:46 PM', 'November 30th, 9:31:36 PM']}"
Pookie Bears,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:36:33 PM', 'November 30th, 11:27:41 PM']}"
k0kos,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:43:48 PM', 'November 30th, 7:34:46 PM']}"
OSAM_z3r0day,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:52:46 PM', 'November 30th, 6:08:03 PM']}"
Neuillax,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:54:47 PM', 'November 30th, 5:41:47 PM']}"
JoJoBaOil,100,"{'challenge_name': ['Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:56:50 PM', 'November 30th, 8:03:06 PM']}"
sl0w,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['November 30th, 11:58:33 PM', 'November 30th, 11:38:41 PM']}"
46 52,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:10:50 AM', 'December 1st, 12:08:23 AM']}"
5p0r7,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:31:00 AM', 'November 30th, 11:12:33 PM']}"
0xAuPing,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:31:45 AM', 'November 30th, 11:50:16 PM']}"
Shadowstorm Syndicate,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:32:39 AM', 'December 1st, 12:13:10 AM']}"
nubz,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:36:55 AM', 'November 30th, 11:46:37 PM']}"
Zealot Compass,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:41:13 AM', 'November 30th, 6:56:40 PM']}"
tree,100,"{'challenge_name': ['Simpler RSA', 'Secure Shell'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:50:44 AM', 'December 1st, 12:14:13 AM']}"
R00txR0N1N5,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 1:41:01 AM', 'December 1st, 1:18:42 AM']}"
/mnt/ain,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 2:29:34 AM', 'December 1st, 2:25:28 AM']}"
black_shadow,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 3:59:15 AM', 'December 1st, 3:42:21 AM']}"
C7r1-417-31337,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 4:21:34 AM', 'December 1st, 4:00:02 AM']}"
Diollaftw,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 4:55:11 AM', 'November 30th, 9:20:34 PM']}"
Seguranças do BA,100,"{'challenge_name': ['Simpler RSA', 'Secure Shell'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 5:44:51 AM', 'December 1st, 1:02:12 AM']}"
Binary Bandits,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 8:24:41 AM', 'November 30th, 6:12:39 PM']}"
WhereScissorsAt,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 8:42:43 AM', 'November 30th, 5:45:16 PM']}"
B̂,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 9:04:59 AM', 'December 1st, 8:32:02 AM']}"
BabyKeem,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 9:11:15 AM', 'November 30th, 6:39:40 PM']}"
hengker gacor,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 9:45:50 AM', 'November 30th, 6:11:28 PM']}"
WinterWonderland,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 10:15:02 AM', 'December 1st, 9:59:02 AM']}"
The Viet Ronin,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 10:40:29 AM', 'December 1st, 10:38:43 AM']}"
Frou5 Li tnaguez,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 10:44:03 AM', 'December 1st, 10:36:15 AM']}"
n0ir,100,"{'challenge_name': ['Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 11:51:23 AM', 'December 1st, 10:26:35 AM']}"
UnderDog,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:28:58 PM', 'November 30th, 8:32:00 PM']}"
felis_sylvestris,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:46:16 PM', 'November 30th, 5:43:30 PM']}"
VCubed,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 12:53:41 PM', 'November 30th, 6:07:12 PM']}"
ctfrrteam,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 1:26:43 PM', 'November 30th, 7:13:42 PM']}"
monkee,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 2:04:06 PM', 'December 1st, 1:40:59 PM']}"
RU3T_Brain_interceptor,100,"{'challenge_name': ['Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 2:10:31 PM', 'December 1st, 2:02:32 PM']}"
H__GM_NG_M_,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 3:08:00 PM', 'December 1st, 7:51:36 AM']}"
hufflepuff,100,"{'challenge_name': ['Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 3:10:57 PM', 'December 1st, 2:59:12 PM']}"
capybaras,100,"{'challenge_name': ['Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 4:05:44 PM', 'December 1st, 3:37:02 PM']}"
brbtrefika,100,"{'challenge_name': ['Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50'], 'solve_time': ['December 1st, 5:26:35 PM', 'November 30th, 7:43:41 PM']}"
BoPo,95,"{'challenge_name': ['WhiteRabbit'], 'challenge_category': ['Beginners'], 'challenge_points': ['95'], 'solve_time': ['December 1st, 11:32:27 AM']}"
cck,95,"{'challenge_name': ['WhiteRabbit'], 'challenge_category': ['Beginners'], 'challenge_points': ['95'], 'solve_time': ['December 1st, 1:14:40 PM']}"
1234,95,"{'challenge_name': ['WhiteRabbit'], 'challenge_category': ['Beginners'], 'challenge_points': ['95'], 'solve_time': ['December 1st, 4:13:09 PM']}"
Wowza888,65,"{'challenge_name': ['All your base are belong to us'], 'challenge_category': ['Beginners'], 'challenge_points': ['65'], 'solve_time': ['November 30th, 10:10:19 PM']}"
noob,65,"{'challenge_name': ['All your base are belong to us'], 'challenge_category': ['Beginners'], 'challenge_points': ['65'], 'solve_time': ['December 1st, 6:34:57 AM']}"
PracticeTeam,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:31:19 PM']}"
Klepon,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:38:01 PM']}"
chipich4p4,50,"{'challenge_name': ['Sanity Check'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['50'], 'solve_time': ['November 30th, 5:38:03 PM']}"
