Position,points,name,challenge
22,1233,ABTI,"{'challenge_name': ['Gift Wrapping', 'Baby Prison', 'Learn', 'Lazy Admin', 'Challenge Ideas', 'Christmas Confession', ""Santa's Lists"", 'ICMP Party', 'meow', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['misc', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['469', '173', '50', '50', '159', '50', '72', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:58:26.330409Z', '2024-12-15T15:41:42.530212Z', '2024-12-15T14:29:56.044035Z', '2024-12-15T14:18:22.445925Z', '2024-12-15T14:06:43.103449Z', '2024-12-15T13:58:22.997069Z', '2024-12-15T13:40:48.359319Z', '2024-12-15T13:23:04.830798Z', '2024-12-15T13:17:23.301107Z', '2024-12-15T13:14:22.792770Z', '2024-12-15T13:11:43.891177Z', '2024-12-15T13:09:16.492428Z']}"
23,1193,BITSkrieg,"{'challenge_name': ['Challenge Ideas', 'Baby Prison', 'Gift Wrapping', 'ICMP Party', 'meow', 'warmup rsa', 'Learn', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'misc', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['159', '173', '469', '50', '50', '132', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:08:16.640121Z', '2024-12-15T17:31:15.388554Z', '2024-12-15T15:37:01.854688Z', '2024-12-15T15:32:21.051804Z', '2024-12-15T15:22:16.571673Z', '2024-12-15T14:27:15.038179Z', '2024-12-15T13:39:29.898882Z', '2024-12-15T13:34:40.759585Z', '2024-12-15T13:33:59.875925Z', '2024-12-15T13:30:36.235319Z']}"
24,1106,nahi_jam_raha_mama,"{'challenge_name': ['Defender Encrypted', 'Browser Passwords', 'Learn', 'meow', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['436', '460', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T11:07:19.082782Z', '2024-12-15T10:58:18.360728Z', '2024-12-15T09:52:14.387037Z', '2024-12-15T09:49:39.047830Z', '2024-12-15T09:30:50.308363Z', '2024-12-15T09:24:55.571520Z', '2024-12-15T09:23:20.533035Z']}"
25,1054,bebubu,"{'challenge_name': ['Careful Admin', 'warmup rsa', 'Christmas Confession', ""Santa's Lists"", 'Lazy Admin', 'Lazy Dev', 'Pinger', 'ICMP Party', 'meow', 'Learn', 'Welcome'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['490', '132', '50', '72', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T17:30:42.246849Z', '2024-12-15T17:07:59.657371Z', '2024-12-15T16:45:34.945216Z', '2024-12-15T16:42:38.399418Z', '2024-12-15T16:38:12.559486Z', '2024-12-15T16:30:34.708910Z', '2024-12-15T16:30:02.307524Z', '2024-12-15T16:27:25.275928Z', '2024-12-15T16:20:59.624555Z', '2024-12-15T16:17:34.059149Z', '2024-12-15T16:12:21.791213Z']}"
26,1034,1c3Gh3tt0,"{'challenge_name': ['Feedback', 'Stackman', ""Santa's Lists"", 'warmup rsa', 'Lazy Admin', 'hashmash', 'Christmas Confession', 'Challenge Ideas', 'Learn', 'ICMP Party', 'Pinger', 'meow', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '146', '72', '132', '50', '155', '50', '159', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:58:41.531070Z', '2024-12-15T20:58:34.320794Z', '2024-12-15T20:58:26.760655Z', '2024-12-15T15:35:42.678152Z', '2024-12-15T15:31:11.866536Z', '2024-12-15T15:24:37.693237Z', '2024-12-15T12:17:25.345874Z', '2024-12-15T11:08:36.200252Z', '2024-12-15T10:45:04.086701Z', '2024-12-15T10:36:55.325275Z', '2024-12-15T10:18:00.960775Z', '2024-12-15T09:51:21.471763Z', '2024-12-15T09:38:21.852870Z', '2024-12-15T09:06:08.589160Z']}"
27,1007,Haxer maxer,"{'challenge_name': ['ICMP Party', 'hashmash', 'Christmas Confession', 'warmup rsa', 'Learn', 'Pinger', 'Browser Passwords', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'forensics', 'beginner', 'beginner'], 'challenge_points': ['50', '155', '50', '132', '50', '50', '460', '50', '10'], 'solve_time': ['2024-12-15T13:12:14.107884Z', '2024-12-15T13:02:37.318587Z', '2024-12-15T12:20:36.837231Z', '2024-12-15T11:13:26.472179Z', '2024-12-15T10:59:37.189192Z', '2024-12-15T10:21:13.757742Z', '2024-12-15T10:12:41.181457Z', '2024-12-15T09:38:51.302822Z', '2024-12-15T09:00:42.099103Z']}"
28,802,lil till real,"{'challenge_name': ['Browser Passwords', 'Pinger', 'Learn', 'ICMP Party', 'warmup rsa', 'Lazy Dev', 'Welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['460', '50', '50', '50', '132', '50', '10'], 'solve_time': ['2024-12-15T15:04:42.008752Z', '2024-12-15T13:18:53.701639Z', '2024-12-15T13:17:51.983106Z', '2024-12-15T13:04:29.813535Z', '2024-12-15T12:42:09.558110Z', '2024-12-15T12:30:17.835779Z', '2024-12-15T12:13:32.938926Z']}"
29,755,ch1lL_9uy,"{'challenge_name': ['meow', 'Lazy Dev', 'ICMP Party', 'Welcome', 'Stackman', 'wiSh card'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'pwn'], 'challenge_points': ['50', '50', '50', '10', '146', '449'], 'solve_time': ['2024-12-15T19:52:52.369246Z', '2024-12-15T10:33:00.209233Z', '2024-12-15T10:31:22.919363Z', '2024-12-15T10:01:20.868960Z', '2024-12-15T09:59:36.919752Z', '2024-12-15T09:39:11.664826Z']}"
30,723,TEAM.애니프사,"{'challenge_name': ['Challenge Ideas', 'Lazy Admin', ""Santa's Lists"", 'warmup rsa', 'meow', 'Pinger', 'Learn', 'Lazy Dev', 'ICMP Party', 'Christmas Confession', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['159', '50', '72', '132', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T17:33:05.709157Z', '2024-12-15T16:12:07.558465Z', '2024-12-15T15:49:28.975010Z', '2024-12-15T15:04:26.488685Z', '2024-12-15T10:43:26.314800Z', '2024-12-15T10:33:42.966508Z', '2024-12-15T10:20:47.027575Z', '2024-12-15T10:06:00.094530Z', '2024-12-15T10:05:32.306080Z', '2024-12-15T09:49:43.041800Z', '2024-12-15T09:12:54.267628Z']}"
31,702,Hungers,"{'challenge_name': ['warmup rsa', 'Lazy Dev', 'ICMP Party', 'Backdoored Calculator', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'misc', 'beginner'], 'challenge_points': ['132', '50', '50', '460', '10'], 'solve_time': ['2024-12-15T19:33:43.838464Z', '2024-12-15T18:39:24.712697Z', '2024-12-15T18:04:19.746009Z', '2024-12-15T17:49:16.964344Z', '2024-12-15T17:38:22.003837Z']}"
32,669,dio_team,"{'challenge_name': ['hashmash', 'warmup rsa', 'Christmas Confession', ""Santa's Lists"", 'Learn', 'Lazy Admin', 'ICMP Party', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['155', '132', '50', '72', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T17:36:55.382980Z', '2024-12-15T17:16:20.259245Z', '2024-12-15T16:52:33.745325Z', '2024-12-15T16:13:32.546553Z', '2024-12-15T15:38:43.918483Z', '2024-12-15T15:24:25.760087Z', '2024-12-15T15:17:41.008229Z', '2024-12-15T14:37:06.303016Z', '2024-12-15T14:34:48.253460Z', '2024-12-15T14:20:51.537495Z']}"
33,669,funnyfoxes,"{'challenge_name': [""Santa's Lists"", 'Lazy Admin', 'Lazy Dev', 'Learn', 'Pinger', 'tangled', 'meow', 'Stackman', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['72', '50', '50', '50', '50', '191', '50', '146', '10'], 'solve_time': ['2024-12-15T20:16:29.387113Z', '2024-12-15T19:43:58.737562Z', '2024-12-15T19:24:21.951111Z', '2024-12-15T19:20:38.095607Z', '2024-12-15T19:00:19.050584Z', '2024-12-15T18:54:18.097439Z', '2024-12-15T17:46:45.422959Z', '2024-12-15T17:30:35.999564Z', '2024-12-15T16:00:15.259019Z']}"
34,659,jitju,"{'challenge_name': ['meow', 'ICMP Party', 'Pinger', 'Lazy Dev', 'wiSh card', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'pwn', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '449', '10'], 'solve_time': ['2024-12-15T12:21:46.175330Z', '2024-12-15T12:16:57.738095Z', '2024-12-15T12:01:10.003014Z', '2024-12-15T11:51:30.334075Z', '2024-12-15T10:39:00.352300Z', '2024-12-15T09:02:20.915729Z']}"
35,629,nendo,"{'challenge_name': ['Baby Prison', 'tangled', 'meow', 'hashmash', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['173', '191', '50', '155', '50', '10'], 'solve_time': ['2024-12-15T11:43:37.056036Z', '2024-12-15T11:29:33.046138Z', '2024-12-15T11:06:28.785139Z', '2024-12-15T10:42:14.540784Z', '2024-12-15T09:55:20.507691Z', '2024-12-15T09:41:33.386984Z']}"
36,588,t1,"{'challenge_name': ['Wish Cards', ""Santa's Lists"", 'Lazy Admin', 'Welcome', 'Pinger', 'Lazy Dev'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['356', '72', '50', '10', '50', '50'], 'solve_time': ['2024-12-15T13:21:59.743924Z', '2024-12-15T10:22:35.924552Z', '2024-12-15T10:06:11.387122Z', '2024-12-15T10:03:11.030902Z', '2024-12-15T09:55:48.332791Z', '2024-12-15T09:35:25.185640Z']}"
37,570,Quinntec Solutions,"{'challenge_name': ['Lazy Dev', 'Christmas Confession', 'Backdoored Calculator', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'misc', 'beginner'], 'challenge_points': ['50', '50', '460', '10'], 'solve_time': ['2024-12-15T12:33:03.709992Z', '2024-12-15T11:46:48.912165Z', '2024-12-15T11:16:40.728323Z', '2024-12-15T09:01:31.577283Z']}"
38,547,purple storm,"{'challenge_name': ['tangled', 'meow', 'Pinger', 'Lazy Admin', 'Stackman', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['191', '50', '50', '50', '146', '50', '10'], 'solve_time': ['2024-12-15T13:08:44.030310Z', '2024-12-15T13:00:13.140571Z', '2024-12-15T12:18:46.821549Z', '2024-12-15T11:16:59.502681Z', '2024-12-15T11:12:01.527200Z', '2024-12-15T09:58:14.151388Z', '2024-12-15T09:16:01.534644Z']}"
39,538,Ev1l734ch3r,"{'challenge_name': ['Wish Cards', 'Pinger', ""Santa's Lists"", 'Lazy Dev', 'Welcome'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['356', '50', '72', '50', '10'], 'solve_time': ['2024-12-15T14:35:23.678959Z', '2024-12-15T11:36:10.998028Z', '2024-12-15T10:57:29.420251Z', '2024-12-15T09:39:11.385749Z', '2024-12-15T09:38:28.008659Z']}"
40,528,H@vOK,"{'challenge_name': ['Stackman', ""Santa's Lists"", 'Lazy Admin', 'Learn', 'meow', 'ICMP Party', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['146', '72', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T13:18:22.606027Z', '2024-12-15T12:35:27.321179Z', '2024-12-15T11:59:57.628965Z', '2024-12-15T11:50:46.757470Z', '2024-12-15T11:44:04.558817Z', '2024-12-15T11:42:09.159674Z', '2024-12-15T11:05:16.148678Z', '2024-12-15T10:50:26.871468Z', '2024-12-15T10:49:00.783634Z']}"
41,501,DIT Security Team,"{'challenge_name': ['warmup rsa', 'meow', 'Pinger', 'Lazy Dev', 'Learn', 'Challenge Ideas', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['132', '50', '50', '50', '50', '159', '10'], 'solve_time': ['2024-12-15T10:13:45.905220Z', '2024-12-15T10:08:39.580540Z', '2024-12-15T10:07:21.515614Z', '2024-12-15T09:33:35.355300Z', '2024-12-15T09:19:35.507536Z', '2024-12-15T09:14:58.324373Z', '2024-12-15T09:00:17.052327Z']}"
42,490,xyz,"{'challenge_name': ['onelinerev'], 'challenge_category': ['reverse'], 'challenge_points': ['490'], 'solve_time': ['2024-12-15T17:45:25.959019Z']}"
43,469,avc,"{'challenge_name': ['Snekbox'], 'challenge_category': ['misc'], 'challenge_points': ['469'], 'solve_time': ['2024-12-15T20:48:44.288588Z']}"
44,461,BackMoon,"{'challenge_name': ['hashmash', 'Stackman', 'ICMP Party', 'Lazy Dev', 'Welcome', 'Pinger'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['155', '146', '50', '50', '10', '50'], 'solve_time': ['2024-12-15T16:55:07.013767Z', '2024-12-15T14:50:57.397223Z', '2024-12-15T13:27:13.363450Z', '2024-12-15T13:12:10.781255Z', '2024-12-15T13:09:18.283716Z', '2024-12-15T13:08:55.650846Z']}"
45,449,16j,"{'challenge_name': ['wiSh card'], 'challenge_category': ['pwn'], 'challenge_points': ['449'], 'solve_time': ['2024-12-15T12:26:31.433666Z']}"
46,436,mrzero1,"{'challenge_name': ['Defender Encrypted'], 'challenge_category': ['forensics'], 'challenge_points': ['436'], 'solve_time': ['2024-12-15T14:25:21.257368Z']}"
47,432,k0kos,"{'challenge_name': ['Christmas Confession', ""Santa's Lists"", 'Lazy Admin', 'Learn', 'ICMP Party', 'meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '72', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:22:06.652240Z', '2024-12-15T17:17:29.401216Z', '2024-12-15T17:01:04.386683Z', '2024-12-15T16:46:59.522868Z', '2024-12-15T16:21:53.664890Z', '2024-12-15T16:06:14.432372Z', '2024-12-15T14:05:28.817584Z', '2024-12-15T13:54:34.830193Z', '2024-12-15T13:50:46.529594Z']}"
48,432,hong_abi,"{'challenge_name': [""Santa's Lists"", 'Christmas Confession', 'meow', 'Lazy Admin', 'ICMP Party', 'Pinger', 'Lazy Dev', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['72', '50', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:37:14.661485Z', '2024-12-15T16:29:50.421491Z', '2024-12-15T15:58:27.676689Z', '2024-12-15T15:44:04.596349Z', '2024-12-15T14:00:28.001197Z', '2024-12-15T11:10:10.629623Z', '2024-12-15T10:58:47.867964Z', '2024-12-15T09:38:47.051182Z', '2024-12-15T09:00:40.496063Z']}"
49,419,Mediterannean College,"{'challenge_name': ['Christmas Confession', 'meow', 'Challenge Ideas', 'Learn', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '159', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T15:19:52.296380Z', '2024-12-15T10:58:45.448948Z', '2024-12-15T10:27:53.228399Z', '2024-12-15T10:16:06.468428Z', '2024-12-15T10:06:18.530336Z', '2024-12-15T09:27:46.836992Z', '2024-12-15T09:23:27.398111Z']}"
50,411,taurus,"{'challenge_name': ['hashmash', 'Stackman', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['155', '146', '50', '50', '10'], 'solve_time': ['2024-12-15T12:06:23.372130Z', '2024-12-15T11:40:35.166059Z', '2024-12-15T11:19:06.933906Z', '2024-12-15T11:03:42.829035Z', '2024-12-15T10:57:38.615754Z']}"
51,406,Noi,"{'challenge_name': ['Stackman', 'Christmas Confession', 'Lazy Admin', 'Learn', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['146', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T16:31:00.770018Z', '2024-12-15T15:35:26.503283Z', '2024-12-15T12:19:32.421126Z', '2024-12-15T12:03:39.100682Z', '2024-12-15T10:45:00.160939Z', '2024-12-15T10:40:05.087576Z', '2024-12-15T10:38:27.653581Z']}"
52,392,catocalypse,"{'challenge_name': ['Feedback', 'Christmas Confession', ""Santa's Lists"", 'Lazy Admin', 'Lazy Dev', 'Learn', 'Pinger', 'meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '50', '72', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:52:08.358253Z', '2024-12-15T19:21:20.386215Z', '2024-12-15T16:49:24.325611Z', '2024-12-15T16:35:32.838661Z', '2024-12-15T16:29:04.431139Z', '2024-12-15T16:26:27.900979Z', '2024-12-15T16:11:13.865902Z', '2024-12-15T15:49:21.064872Z', '2024-12-15T15:36:05.397641Z']}"
53,388,EllaniosEllhn,"{'challenge_name': ['warmup rsa', 'Stackman', 'meow', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['132', '146', '50', '50', '10'], 'solve_time': ['2024-12-15T18:35:54.297306Z', '2024-12-15T18:22:14.460651Z', '2024-12-15T18:16:34.080843Z', '2024-12-15T18:13:23.292146Z', '2024-12-15T17:56:08.198519Z']}"
54,387,wwwwwww,"{'challenge_name': ['hashmash', 'Lazy Dev', 'Pinger', 'warmup rsa'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['155', '50', '50', '132'], 'solve_time': ['2024-12-15T15:24:09.193709Z', '2024-12-15T14:56:04.047714Z', '2024-12-15T14:55:24.398919Z', '2024-12-15T14:38:35.639131Z']}"
55,383,koma2,"{'challenge_name': ['Baby Prison', 'Christmas Confession', 'Lazy Dev', 'ICMP Party', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['173', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T17:46:53.935810Z', '2024-12-15T17:16:19.602212Z', '2024-12-15T16:52:38.141736Z', '2024-12-15T16:33:32.101510Z', '2024-12-15T15:35:39.716985Z', '2024-12-15T14:56:44.477120Z']}"
56,369,PracticeTeam,"{'challenge_name': ['Pinger', 'Learn', 'Challenge Ideas', 'Lazy Dev', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '159', '50', '50', '10'], 'solve_time': ['2024-12-15T10:07:35.949703Z', '2024-12-15T09:58:34.110399Z', '2024-12-15T09:29:25.230473Z', '2024-12-15T09:21:24.880324Z', '2024-12-15T09:16:36.579869Z', '2024-12-15T09:00:21.187913Z']}"
57,369,D4ck3n,"{'challenge_name': ['Challenge Ideas', 'Christmas Confession', 'Learn', 'ICMP Party', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['159', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T14:27:44.036451Z', '2024-12-15T14:12:50.701977Z', '2024-12-15T14:00:08.790783Z', '2024-12-15T13:32:29.073183Z', '2024-12-15T12:34:10.670959Z', '2024-12-15T11:03:22.824733Z']}"
58,360,CyberSchool,"{'challenge_name': ['Christmas Confession', 'Lazy Dev', 'Pinger', 'Learn', 'Lazy Admin', 'meow', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:15:29.332994Z', '2024-12-15T19:04:32.003104Z', '2024-12-15T18:57:30.240475Z', '2024-12-15T18:34:17.830992Z', '2024-12-15T16:51:50.196849Z', '2024-12-15T15:41:50.208231Z', '2024-12-15T11:53:42.597529Z', '2024-12-15T09:35:44.925660Z']}"
59,360,0DayKW,"{'challenge_name': ['Christmas Confession', 'Lazy Admin', 'meow', 'Learn', 'Pinger', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:44:37.756826Z', '2024-12-15T20:11:25.852547Z', '2024-12-15T13:00:09.395859Z', '2024-12-15T10:59:10.548328Z', '2024-12-15T10:47:20.555144Z', '2024-12-15T10:11:12.233137Z', '2024-12-15T09:44:15.983086Z', '2024-12-15T09:42:23.111360Z']}"
60,356,p0gg135,"{'challenge_name': ['Wish Cards'], 'challenge_category': ['web'], 'challenge_points': ['356'], 'solve_time': ['2024-12-15T11:15:23.695685Z']}"
61,356,crypt0ace,"{'challenge_name': ['Lazy Dev', 'Stackman', 'meow', 'Learn', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '146', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T11:20:31.977222Z', '2024-12-15T11:15:42.409711Z', '2024-12-15T10:47:44.629447Z', '2024-12-15T10:44:29.637653Z', '2024-12-15T10:38:17.040991Z', '2024-12-15T10:26:54.170888Z']}"
62,356,CyprusFTW,"{'challenge_name': ['Wish Cards'], 'challenge_category': ['web'], 'challenge_points': ['356'], 'solve_time': ['2024-12-15T11:28:55.555317Z']}"
63,356,Riki,"{'challenge_name': ['Learn', 'Stackman', 'Lazy Dev', 'ICMP Party', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '146', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T12:59:11.337727Z', '2024-12-15T12:30:46.949947Z', '2024-12-15T09:33:07.952659Z', '2024-12-15T09:25:26.941636Z', '2024-12-15T09:18:37.685858Z', '2024-12-15T09:08:30.486562Z']}"
64,356,Num3R0n4u7s,"{'challenge_name': ['Learn', 'Stackman', 'meow', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '146', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T14:44:55.606874Z', '2024-12-15T13:14:23.663030Z', '2024-12-15T12:49:32.713774Z', '2024-12-15T12:47:14.356564Z', '2024-12-15T12:46:05.399213Z', '2024-12-15T12:41:17.822942Z']}"
65,356,oghan,"{'challenge_name': ['Wish Cards'], 'challenge_category': ['web'], 'challenge_points': ['356'], 'solve_time': ['2024-12-15T18:57:20.483016Z']}"
66,333,sleek,"{'challenge_name': ['Baby Prison', 'Christmas Confession', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['173', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T19:31:33.120630Z', '2024-12-15T17:55:47.859706Z', '2024-12-15T13:22:08.878125Z', '2024-12-15T13:17:24.115140Z', '2024-12-15T13:07:44.316434Z']}"
67,332,SETU - LOKI,"{'challenge_name': ['Christmas Confession', ""Santa's Lists"", 'Lazy Admin', 'Lazy Dev', 'Pinger', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '72', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:34:50.945644Z', '2024-12-15T18:20:11.453422Z', '2024-12-15T15:57:19.244337Z', '2024-12-15T15:48:54.600350Z', '2024-12-15T15:47:42.801827Z', '2024-12-15T15:43:36.156886Z', '2024-12-15T15:23:49.642357Z']}"
68,329,JaSooS,"{'challenge_name': ['Feedback', 'Challenge Ideas', 'ICMP Party', 'Christmas Confession', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '159', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:33:57.938067Z', '2024-12-15T15:17:42.392340Z', '2024-12-15T13:14:40.118116Z', '2024-12-15T12:29:03.418248Z', '2024-12-15T11:36:52.915803Z', '2024-12-15T09:01:41.156974Z']}"
69,320,CyberUNIT,"{'challenge_name': ['Feedback', 'meow', 'Lazy Admin', 'Learn', 'Christmas Confession', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:33:13.975676Z', '2024-12-15T20:20:14.431952Z', '2024-12-15T19:44:45.460300Z', '2024-12-15T18:20:47.873332Z', '2024-12-15T17:28:21.395999Z', '2024-12-15T16:41:42.740230Z', '2024-12-15T15:39:24.640132Z', '2024-12-15T14:37:45.771125Z']}"
70,310,Legion Offensive Security,"{'challenge_name': ['Christmas Confession', 'Lazy Admin', 'Learn', 'Pinger', 'meow', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T14:24:26.398819Z', '2024-12-15T13:18:06.069968Z', '2024-12-15T12:49:54.719858Z', '2024-12-15T12:06:25.640083Z', '2024-12-15T12:06:24.465315Z', '2024-12-15T09:26:58.990713Z', '2024-12-15T09:00:11.494415Z']}"
